event_id,time,src,dst,country,event_type,label
25,1.0,Student (Afghanistan),Unspecified Actor,Afghanistan,141,1
59,1.0,Activist (Tunisia),Unspecified Actor,Tunisia,141,1
28,1.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
58,1.0,Activist (Brazil),Brazil,Brazil,144,1
45,1.0,Protester (Afghanistan),Unspecified Actor,Afghanistan,141,1
41,1.0,People's Alliance for Democracy,Unspecified Actor,Thailand,141,1
42,1.0,Political Parties (Nigeria),Unspecified Actor,Nigeria,143,1
40,1.0,Protester (Tanzania),Police (Tanzania),Tanzania,141,1
44,1.0,Protester (Sudan),Government (Sudan),Sudan,141,1
26,1.0,Jew (Israel),Unspecified Actor,Israel,141,1
33,1.0,Student (United States),Unspecified Actor,United States,141,1
38,1.0,Party of the Revolution,Unspecified Actor,Tanzania,141,1
30,1.0,Employee (France),France,France,141,1
51,1.0,Citizen (India),Government (India),India,141,1
46,1.0,Protester (Afghanistan),Unspecified Actor,Afghanistan,141,1
43,1.0,Citizen (Sudan),Unspecified Actor,Sudan,143,1
34,1.0,Citizen (United States),Unspecified Actor,United States,141,1
37,1.0,Citizen (Taiwan),Unspecified Actor,Taiwan,141,1
31,1.0,Student (France),France,France,141,1
53,1.0,Activist (Azerbaijan),Unspecified Actor,Azerbaijan,141,1
27,1.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
54,1.0,Human Rights Activist (France),Unspecified Actor,France,141,1
49,1.0,Protester (Tanzania),Police (Tanzania),Tanzania,141,1
77,2.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
68,2.0,Alliance for the Future of Kosovo,Unspecified Actor,Kosovo,143,1
85,2.0,Citizen (Brazil),Unspecified Actor,Brazil,141,1
65,2.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
78,2.0,Protester (Mexico),Unspecified Actor,Mexico,141,1
62,2.0,Protester (Tanzania),Police (Tanzania),Tanzania,141,1
82,2.0,People's Alliance for Democracy,Somchai Wongsawat,Thailand,1411,1
60,2.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,144,1
63,2.0,Protester (Tanzania),Police (Tanzania),Tanzania,141,1
84,2.0,Citizen (India),Party President (Samajwadi Janata Party),India,141,1
81,2.0,Student (Indonesia),Unspecified Actor,Indonesia,141,1
86,2.0,Citizen (Cote d'Ivoire),Unspecified Actor,Cote d'Ivoire,141,1
79,2.0,Citizen (India),Unspecified Actor,India,141,1
83,2.0,Opposition Activist (Azerbaijan),Police (Azerbaijan),Azerbaijan,141,1
76,2.0,Citizen (Indonesia),Cabinet / Council of Ministers / Advisors (Indonesia),Indonesia,141,1
73,2.0,Citizen (South Africa),Unspecified Actor,South Africa,141,1
72,2.0,Student (Iran),Unspecified Actor,Iran,141,1
61,2.0,Citizen (South Korea),North Korea,South Korea,141,1
67,2.0,Antonis Samaras,Georgios Papandreou,Greece,141,1
64,2.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
80,2.0,Citizen (India),Unspecified Actor,India,141,1
66,2.0,New Democracy,Georgios Papandreou,Greece,141,1
75,2.0,Citizen (Indonesia),Government (Indonesia),Indonesia,141,1
74,2.0,Citizen (Indonesia),Assemblies (Indonesia),Indonesia,141,1
70,2.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
71,2.0,Rose Francine Rogombé,Unspecified Actor,Gabon,141,1
69,2.0,Civil Servant (Namibia),Unspecified Actor,Namibia,141,1
93,3.0,Unity Party (Jordan),Unspecified Actor,Jordan,143,1
124,3.0,People Associated with the Opposition (Lebanon),Unspecified Actor,Lebanon,143,1
120,3.0,Citizen (United Kingdom),Court Judge (United Kingdom),United Kingdom,141,1
119,3.0,Student (United States),Unspecified Actor,United States,141,1
95,3.0,Center for Human Rights (Hong Kong),Unspecified Actor,Hong Kong,144,1
110,3.0,European Parliament,Corina Creţu,,141,1
94,3.0,Citizen (Russia),Unspecified Actor,Russian Federation,141,1
114,3.0,Protester (France),France,France,144,1
115,3.0,Human Rights Activist (United States),Unspecified Actor,United States,141,1
107,3.0,Citizen (Russia),Unspecified Actor,Russian Federation,141,1
104,3.0,Citizen (Iran),Unspecified Actor,Iran,141,1
102,3.0,Citizen (Cote d'Ivoire),Unspecified Actor,Cote d'Ivoire,141,1
103,3.0,Protester (Cote d'Ivoire),Unspecified Actor,Cote d'Ivoire,141,1
101,3.0,Center for Human Rights (Hong Kong),Unspecified Actor,Hong Kong,144,1
123,3.0,Protester (Brazil),Unspecified Actor,Brazil,141,1
99,3.0,Citizen (Russia),Unspecified Actor,Russian Federation,141,1
92,3.0,Activist (Jordan),Unspecified Actor,Jordan,143,1
122,3.0,Citizen (India),Government (India),India,141,1
88,3.0,Bangladesh Nationalist Party,Unspecified Actor,Bangladesh,141,1
121,3.0,Citizen (India),India,India,141,1
106,3.0,Hezbollah,Unspecified Actor,Lebanon,143,1
105,3.0,Citizen (Greece),Unspecified Actor,Greece,141,1
113,3.0,Activist (Spain),Benedict XVI,Spain,145,1
111,3.0,Hezbollah,Unspecified Actor,Lebanon,143,1
96,3.0,Main Opposition (Pakistan),Pakistan,Pakistan,141,1
118,3.0,Student (United States),Unspecified Actor,United States,141,1
108,3.0,Student (United States),Unspecified Actor,United States,141,1
109,3.0,Company - Owner or Operator (Ukraine),Unspecified Actor,Ukraine,141,1
116,3.0,Citizen (Mexico),Unspecified Actor,Mexico,141,1
97,3.0,Student (Iran),Iran,Iran,141,1
98,3.0,Children (Russia),Unspecified Actor,Russian Federation,141,1
117,3.0,Hezbollah,Unspecified Actor,Lebanon,143,1
100,3.0,Citizen (Russia),Unspecified Actor,Russian Federation,141,1
90,3.0,Citizen (Iran),Unspecified Actor,Iran,141,1
89,3.0,Citizen (India),Unspecified Actor,India,141,1
91,3.0,Student (Iran),Unspecified Actor,Iran,141,1
87,3.0,Labor Union (South Africa),Unspecified Actor,South Africa,142,1
112,3.0,Citizen (Iran),Unspecified Actor,Iran,141,1
148,4.0,Citizen (Nigeria),Unspecified Actor,Nigeria,141,1
132,4.0,Hezbollah,Unspecified Actor,Lebanon,143,1
150,4.0,Citizen (Russia),Unspecified Actor,Russian Federation,141,1
141,4.0,Citizen (Iran),Qatar,Iran,141,1
142,4.0,Rights Activist (Survival International),Unspecified Actor,,143,1
153,4.0,Citizen (Hungary),Unspecified Actor,Hungary,141,1
152,4.0,Company - Owner or Operator (India),Unspecified Actor,India,141,1
140,4.0,Civil Servant (Namibia),Namibia,Namibia,141,1
149,4.0,Activist (Germany),Unspecified Actor,Germany,141,1
143,4.0,Citizen (Iran),United States,Iran,141,1
146,4.0,Citizen (India),Separatist (India),India,145,1
128,4.0,Citizen (Tanzania),Unspecified Actor,Tanzania,141,1
151,4.0,Activist (Germany),Unspecified Actor,Germany,141,1
131,4.0,Citizen (Ethiopia),Police (Ethiopia),Ethiopia,141,1
127,4.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
156,4.0,Alassane Ouattara,Unspecified Actor,Cote d'Ivoire,141,1
157,4.0,Alassane Ouattara,Unspecified Actor,Cote d'Ivoire,141,1
129,4.0,Party Member (Myanmar),Unspecified Actor,Myanmar,143,1
134,4.0,Party Member (India),Barack Obama,India,143,1
126,4.0,Citizen (Myanmar),Unspecified Actor,Myanmar,141,1
136,4.0,Indian Muslims,United States,India,141,1
135,4.0,Indian Muslims,Unspecified Actor,India,141,1
137,4.0,Samajwadi Janata Party,United States,India,141,1
125,4.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
138,4.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
145,4.0,Citizen (India),Shabir Shah,India,145,1
144,4.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
147,4.0,Rights Activist (France),Unspecified Actor,France,141,1
139,4.0,Student (Indonesia),Barack Obama,Indonesia,141,1
154,4.0,Alassane Ouattara,Unspecified Actor,Cote d'Ivoire,141,1
155,4.0,Alassane Ouattara,Unspecified Actor,Cote d'Ivoire,141,1
130,4.0,George W. Bush,Unspecified Actor,United States,143,1
133,4.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,144,1
159,5.0,Student (Iran),Foreign Affairs (United States),Iran,141,1
158,5.0,Student (Iran),Iran,Iran,141,1
193,5.0,Protester (Japan),China,Japan,141,1
192,5.0,Separatist (India),India,India,143,1
178,5.0,Activist (Indonesia),Unspecified Actor,Indonesia,141,1
179,5.0,Protester (United States),Unspecified Actor,United States,141,1
180,5.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
181,5.0,George W. Bush,Unspecified Actor,United States,143,1
198,5.0,Citizen (Germany),Unspecified Actor,Germany,141,1
199,5.0,Citizen (India),Police (India),India,141,1
182,5.0,Protester (United States),Unspecified Actor,United States,141,1
183,5.0,Citizen (Lebanon),Unspecified Actor,Lebanon,141,1
165,5.0,Dory Chamoun,Michel Suleiman,Lebanon,143,1
164,5.0,Hezbollah,Unspecified Actor,Lebanon,143,1
163,5.0,Citizen (Japan),Japan,Japan,141,1
162,5.0,Citizen (Japan),China,Japan,141,1
185,5.0,Citizen (Jordan),Unspecified Actor,Jordan,143,1
184,5.0,Citizen (Pakistan),Unspecified Actor,Pakistan,141,1
177,5.0,Student (Indonesia),Indonesia,Indonesia,141,1
176,5.0,Student (Indonesia),Indonesia,Indonesia,141,1
194,5.0,Protester (Germany),Unspecified Actor,Germany,141,1
195,5.0,Protester (Germany),Unspecified Actor,Germany,141,1
196,5.0,Protester (Germany),Unspecified Actor,Germany,141,1
197,5.0,Employee (Portugal),Unspecified Actor,Portugal,141,1
161,5.0,University of Tehran,Secret Agent (United Kingdom),Iran,141,1
160,5.0,Citizen (Iran),Foreign Affairs (United States),Iran,141,1
168,5.0,Progressive Socialist Party,Unspecified Actor,Lebanon,143,1
169,5.0,Citizen (Lebanon),Unspecified Actor,Lebanon,141,1
170,5.0,Muslim (India),Barack Obama,India,141,1
171,5.0,Protester (Ireland),Unspecified Actor,Ireland,145,1
172,5.0,Protester (United States),Unspecified Actor,United States,141,1
173,5.0,Protester (United States),Unspecified Actor,United States,141,1
191,5.0,Citizen (Germany),Unspecified Actor,Germany,141,1
190,5.0,Citizen (France),Unspecified Actor,France,141,1
167,5.0,Lebanese Communist Party,Unspecified Actor,Lebanon,143,1
166,5.0,Human Rights Activist (United States),Unspecified Actor,United States,141,1
186,5.0,Main Opposition (Jordan),Unspecified Actor,Jordan,143,1
187,5.0,Protester (France),Nicolas Sarkozy,France,141,1
188,5.0,Citizen (France),Unspecified Actor,France,141,1
189,5.0,Protester (France),Nicolas Sarkozy,France,141,1
175,5.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
174,5.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
248,6.0,Citizen (Israel),Israel,Israel,143,1
262,6.0,Activist (Germany),Police (Germany),Germany,141,1
263,6.0,Citizen (Russia),Unspecified Actor,Russian Federation,141,1
247,6.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
246,6.0,Citizen (Jordan),Unspecified Actor,Jordan,143,1
261,6.0,Medical Personnel (Afghanistan),Unspecified Actor,Afghanistan,141,1
217,6.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
218,6.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
225,6.0,Citizen (Germany),Unspecified Actor,Germany,141,1
226,6.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
227,6.0,Protester (Israel),Police (Israel),Israel,145,1
228,6.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
229,6.0,Communist Party of India,Unspecified Actor,India,143,1
222,6.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
223,6.0,Protester (South Korea),Police (South Korea),South Korea,145,1
224,6.0,Protester (Germany),Unspecified Actor,Germany,141,1
233,6.0,Activist (Germany),Police (Germany),Germany,145,1
234,6.0,Veterans (Russia),Defense / Security Ministry (Russia),Russian Federation,1411,1
235,6.0,Activist (Germany),Angela Merkel,Germany,1452,1
236,6.0,Activist (Germany),Police (Germany),Germany,141,1
221,6.0,Protester (South Korea),Unspecified Actor,South Korea,141,1
205,6.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
268,6.0,Citizen (Algeria),Unspecified Actor,Algeria,141,1
267,6.0,Gennady Andreyevich Zyuganov,Russia,Russian Federation,141,1
260,6.0,Citizen (Kenya),Unspecified Actor,Kenya,141,1
259,6.0,Activist (Germany),Police (Germany),Germany,141,1
258,6.0,Activist (Germany),Police (Germany),Germany,145,1
257,6.0,Citizen (Israel),Police (Israel),Israel,145,1
256,6.0,Citizen (Israel),Unspecified Actor,Israel,141,1
255,6.0,Activist (Germany),Police (Germany),Germany,141,1
254,6.0,Activist (Germany),Police (Germany),Germany,145,1
232,6.0,Activist (Germany),Police (Germany),Germany,145,1
237,6.0,Activist (Germany),Police (Germany),Germany,145,1
200,6.0,Separatist (India),India,India,143,1
202,6.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
207,6.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
206,6.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
208,6.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
249,6.0,Citizen (Bulgaria),Unspecified Actor,Bulgaria,141,1
250,6.0,Citizen (India),Member of Parliament (India),India,141,1
210,6.0,Activist (South Korea),Police (South Korea),South Korea,145,1
209,6.0,Party Member (Afghanistan),Other Authorities / Officials (Afghanistan),Afghanistan,141,1
266,6.0,Protester (Russia),Unspecified Actor,Russian Federation,141,1
265,6.0,Activist (Russia),Unspecified Actor,Russian Federation,141,1
264,6.0,Activist (Germany),Police (Germany),Germany,145,1
201,6.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
204,6.0,Citizen (Indonesia),Barack Obama,Indonesia,141,1
203,6.0,Citizen (Myanmar),Unspecified Actor,Myanmar,141,1
241,6.0,Citizen (Canada),Stephen Harper,Canada,141,1
238,6.0,Activist (Germany),Police (Germany),Germany,145,1
239,6.0,Citizen (Iran),Unspecified Actor,Iran,141,1
213,6.0,Party Member (Afghanistan),Other Authorities / Officials (Afghanistan),Afghanistan,141,1
220,6.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
219,6.0,Aung San,Unspecified Actor,Myanmar,143,1
211,6.0,Protester (South Korea),Police (South Korea),South Korea,141,1
212,6.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
240,6.0,Separatist (India),India,India,143,1
242,6.0,Human Rights Activist (Cuba),Unspecified Actor,Cuba,141,1
253,6.0,Activist (Jordan),Unspecified Actor,Jordan,141,1
214,6.0,Activist (Germany),Police (Germany),Germany,141,1
215,6.0,Student (Russia),Unspecified Actor,Russian Federation,141,1
230,6.0,Student (Russia),Unspecified Actor,Russian Federation,141,1
231,6.0,Activist (Germany),Police (Germany),Germany,145,1
216,6.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
244,6.0,Activist (Germany),Police (Germany),Germany,145,1
243,6.0,Indigenous People (International),Unspecified Actor,,141,1
252,6.0,Villager (India),Unspecified Actor,India,141,1
251,6.0,Citizen (India),Unspecified Actor,India,141,1
245,6.0,Protester (Germany),Police (Germany),Germany,145,1
301,7.0,Muslim Brotherhood,Unspecified Actor,Egypt,143,1
283,7.0,Protester (South Korea),Police (South Korea),South Korea,141,1
284,7.0,Protester (Morocco),Bank (Morocco),Morocco,145,1
281,7.0,Activist (India),Unspecified Actor,India,141,1
282,7.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
291,7.0,Protester (Morocco),Bank (Morocco),Morocco,145,1
292,7.0,Protester (Morocco),Morocco,Morocco,145,1
293,7.0,Citizen (Israel),Israel,Israel,143,1
294,7.0,Party for Democracy and Progress,Unspecified Actor,Tanzania,143,1
295,7.0,Citizen (Tanzania),Unspecified Actor,Tanzania,143,1
312,7.0,Protester (Germany),Police (Germany),Germany,141,1
313,7.0,Protester (South Korea),Police (South Korea),South Korea,145,1
314,7.0,Protester (South Korea),Unspecified Actor,South Korea,141,1
315,7.0,Protester (South Korea),Police (South Korea),South Korea,141,1
316,7.0,Protester (Afghanistan),Unspecified Actor,Afghanistan,141,1
317,7.0,Protester (South Korea),Unspecified Actor,South Korea,141,1
302,7.0,Muslim (Jordan),Unspecified Actor,Jordan,143,1
303,7.0,Citizen (Lebanon),Unspecified Actor,Lebanon,141,1
304,7.0,Main Opposition (National League for Democracy),Unspecified Actor,Myanmar,143,1
305,7.0,Employee (France),France,France,144,1
306,7.0,Protester (France),Unspecified Actor,France,141,1
323,7.0,Student (Uganda),Other Authorities / Officials (Uganda),Uganda,143,1
324,7.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
325,7.0,Citizen (Belarus),Unspecified Actor,Belarus,141,1
326,7.0,Activist (Germany),Police (Germany),Germany,145,1
327,7.0,Activist (Germany),Police (Germany),Germany,141,1
296,7.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
297,7.0,Protester (United States),Unspecified Actor,United States,141,1
298,7.0,Protester (Western Sahara),Military Personnel - Special (Western Sahara),Western Sahara,145,1
299,7.0,Activist (Morocco),Military Personnel - Special (Morocco),Morocco,141,1
300,7.0,Protester (Western Sahara),Fire Brigade (Morocco),Western Sahara,145,1
338,7.0,Protester (Cameroon),Unspecified Actor,Cameroon,141,1
337,7.0,Protester (Cote d'Ivoire),Unspecified Actor,Cote d'Ivoire,141,1
334,7.0,Arab Israelis,Unspecified Actor,Israel,141,1
333,7.0,Protester (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,141,1
336,7.0,Protester (Germany),Police (Germany),Germany,141,1
335,7.0,Activist (Germany),Police (Germany),Germany,141,1
307,7.0,Employee (France),France,France,141,1
308,7.0,Student (Eritrea),Unspecified Actor,Eritrea,141,1
309,7.0,Citizen (United States),Unspecified Actor,United States,141,1
310,7.0,Human Rights Activist (Cuba),Unspecified Actor,Cuba,141,1
311,7.0,Protester (Germany),Unspecified Actor,Germany,145,1
328,7.0,Citizen (United States),Unspecified Actor,United States,141,1
329,7.0,Citizen (United States),Unspecified Actor,United States,141,1
332,7.0,Activist (Islami Chhatra Shibir),Unspecified Actor,Bangladesh,141,1
273,7.0,Citizen (Bahrain),Unspecified Actor,Bahrain,143,1
330,7.0,Activist (Indonesia),Unspecified Actor,Indonesia,141,1
331,7.0,Activist (Bangladesh),Unspecified Actor,Bangladesh,141,1
318,7.0,Protester (South Korea),Police (South Korea),South Korea,141,1
319,7.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
320,7.0,Citizen (Ukraine),Unspecified Actor,Ukraine,141,1
321,7.0,Citizen (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,144,1
322,7.0,Protester (Kyrgyzstan),Regional Governor (Kyrgyzstan),Kyrgyzstan,141,1
269,7.0,Labor Union (Serbia),Unspecified Actor,Serbia,141,1
270,7.0,Student (Indonesia),Barack Obama,Indonesia,141,1
274,7.0,Citizen (Bahrain),Unspecified Actor,Bahrain,143,1
276,7.0,Citizen (Pakistan),Unspecified Actor,Pakistan,143,1
271,7.0,Student (Indonesia),United States,Indonesia,145,1
272,7.0,Citizen (Morocco),Police (Morocco),Morocco,145,1
290,7.0,Citizen (Germany),Unspecified Actor,Germany,143,1
288,7.0,Protester (Morocco),Morocco,Morocco,145,1
289,7.0,Activist (Germany),Police (Germany),Germany,145,1
286,7.0,Main Opposition (Egypt),Unspecified Actor,Egypt,143,1
280,7.0,Citizen (India),Barack Obama,India,145,1
287,7.0,Protester (Morocco),Bank (Morocco),Morocco,145,1
285,7.0,Protester (Morocco),Morocco,Morocco,145,1
275,7.0,Citizen (Bahrain),Unspecified Actor,Bahrain,143,1
278,7.0,Citizen (Morocco),Unspecified Actor,Morocco,141,1
277,7.0,Protester (Morocco),Police (Morocco),Morocco,145,1
279,7.0,Protester (Morocco),Military Personnel - Special (Morocco),Morocco,145,1
381,8.0,Protester (Germany),Unspecified Actor,Germany,141,1
356,8.0,Islamic Action Front,Unspecified Actor,Jordan,143,1
379,8.0,Citizen (India),Unspecified Actor,India,145,1
378,8.0,Citizen (India),Barack Obama,India,145,1
377,8.0,Citizen (United States),Unspecified Actor,United States,141,1
376,8.0,Citizen (Taiwan),Ma Ying Jeou,Taiwan,141,1
375,8.0,Activist (Yonhap News Agency),Unspecified Actor,South Korea,141,1
374,8.0,Citizen (South Korea),South Korea,South Korea,141,1
369,8.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
368,8.0,Education (New Zealand),Unspecified Actor,New Zealand,143,1
367,8.0,Bharatiya Janata,Unspecified Actor,India,143,1
366,8.0,Activist (Italy),Unspecified Actor,Italy,141,1
365,8.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
364,8.0,Citizen (Jordan),Unspecified Actor,Jordan,143,1
380,8.0,Rights Activist (South Korea),Unspecified Actor,South Korea,141,1
372,8.0,Citizen (Guinea),Unspecified Actor,Guinea,141,1
382,8.0,Citizen (Russia),Russia,Russian Federation,141,1
383,8.0,Activist (Russia),Russia,Russian Federation,141,1
384,8.0,People Associated with the Opposition (Jordan),Unspecified Actor,Jordan,143,1
385,8.0,Protester (Morocco),Military (Morocco),Morocco,141,1
386,8.0,Protester (Morocco),Military (Morocco),Morocco,145,1
387,8.0,Citizen (Guinea),Unspecified Actor,Guinea,141,1
371,8.0,Islamic Action Front,Unspecified Actor,Jordan,143,1
370,8.0,Muslim Brotherhood,Unspecified Actor,Egypt,143,1
350,8.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
351,8.0,Protester (Germany),Police (Germany),Germany,145,1
352,8.0,Main Opposition (Romania),Legislature (Romania),Romania,143,1
353,8.0,Protester (Italy),Silvio Berlusconi,Italy,141,1
354,8.0,Protester (Italy),Police (Italy),Italy,145,1
339,8.0,Citizen (South Korea),Unspecified Actor,South Korea,141,1
340,8.0,Citizen (Jordan),Unspecified Actor,Jordan,141,1
373,8.0,Rights Activist (South Korea),Unspecified Actor,South Korea,141,1
342,8.0,Activist (India),Police (India),India,145,1
343,8.0,Activist (Germany),Unspecified Actor,Germany,141,1
344,8.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
345,8.0,People Associated with the Opposition (Islamic Action Front),Unspecified Actor,Jordan,141,1
346,8.0,Citizen (Australia),Australia,Australia,141,1
347,8.0,Student (Canada),Unspecified Actor,Canada,141,1
355,8.0,Iyad Allawi,Iraq,Iraq,143,1
348,8.0,Citizen (Nigeria),Unspecified Actor,Nigeria,143,1
363,8.0,Activist (Morocco),Military (Morocco),Morocco,141,1
362,8.0,Activist (Morocco),Military (Morocco),Morocco,141,1
361,8.0,Muslim Brotherhood,Unspecified Actor,Egypt,143,1
360,8.0,Immigrants (Senegal),Unspecified Actor,Senegal,141,1
359,8.0,Citizen (India),Unspecified Actor,India,143,1
358,8.0,Citizen (India),Unspecified Actor,India,141,1
357,8.0,Citizen (Ukraine),Unspecified Actor,Ukraine,141,1
341,8.0,Muslim Brotherhood,Unspecified Actor,Egypt,143,1
349,8.0,Citizen (Bulgaria),Unspecified Actor,Bulgaria,141,1
419,9.0,Citizen (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,141,1
417,9.0,Protester (United States),Unspecified Actor,United States,141,1
418,9.0,Citizen (Iraq),Unspecified Actor,Iraq,143,1
392,9.0,Popular Movement,Head of Government (Italy),Morocco,1421,1
393,9.0,Protester (Italy),Legislature (Italy),Italy,141,1
394,9.0,Protester (Italy),Silvio Berlusconi,Italy,1411,1
391,9.0,Citizen (United States),Unspecified Actor,United States,141,1
438,9.0,Citizen (Kenya),Unspecified Actor,Kenya,141,1
437,9.0,Farm Worker (Japan),Unspecified Actor,Japan,141,1
436,9.0,Protester (South Africa),Unspecified Actor,South Africa,141,1
432,9.0,Citizen (Iraq),Unspecified Actor,Iraq,143,1
431,9.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
434,9.0,Citizen (India),Unspecified Actor,India,141,1
403,9.0,Labor Union (South Korea),Unspecified Actor,South Korea,141,1
397,9.0,Citizen (Israel),Israel,Israel,143,1
401,9.0,Protester (Taiwan),Industry (Taiwan),Taiwan,141,1
407,9.0,Student (United Kingdom),United Kingdom,United Kingdom,141,1
404,9.0,Protester (Sahrawi people),Military Personnel - Special (Morocco),Western Sahara,145,1
405,9.0,Activist (South Korea),Unspecified Actor,South Korea,141,1
406,9.0,Labor Union (South Korea),Unspecified Actor,South Korea,141,1
388,9.0,Farm Worker (India),Unspecified Actor,India,141,1
390,9.0,Protester (United Kingdom),Military Personnel - Special (United Kingdom),United Kingdom,145,1
389,9.0,Islamic Action Front,Unspecified Actor,Jordan,143,1
408,9.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,145,1
409,9.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
410,9.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
416,9.0,Citizen (Iraq),Unspecified Actor,Iraq,143,1
415,9.0,Student (United Kingdom),United Kingdom,United Kingdom,141,1
414,9.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
420,9.0,Citizen (Yemen),Unspecified Actor,Yemen,141,1
421,9.0,Company - Owner or Operator (South Africa),Unspecified Actor,South Africa,141,1
422,9.0,Protester (Nigeria),Government (Nigeria),Nigeria,141,1
411,9.0,Citizen (United Kingdom),Police (United Kingdom),United Kingdom,145,1
